sentence,len
"'You might just as well say,' added the Dormouse, who seemed to be talking in his sleep, 'that ""I breathe when I sleep"" is the same thing as ""I sleep when I breathe""!'",167
"'It IS the same thing with you,' said the Hatter, and here the conversation dropped, and the party sat silent for a minute, while Alice thought over all she could remember about ravens and writing-desks, which wasn't much.",222
The Hatter was the first to break the silence.,46
'What day of the month is it?',30
"he said, turning to Alice: he had taken his watch out of his pocket, and was looking at it uneasily, shaking it every now and then, and holding it to his ear.",158
"Alice considered a little, and then said 'The fourth.'",54
'Two days wrong!',17
sighed the Hatter.,18
'I told you butter wouldn't suit the works!',44
he added looking angrily at the March Hare.,43
"'It was the BEST butter,' the March Hare meekly replied.",56
"'Yes, but some crumbs must have got in as well,' the Hatter grumbled: 'you shouldn't have put it in with the bread-knife.'",122
"The March Hare took the watch and looked at it gloomily: then he dipped it into his cup of tea, and looked at it again: but he could think of nothing better to say than his first remark, 'It was the BEST butter, you know.'",222
Alice had been looking over his shoulder with some curiosity.,61
'What a funny watch!',21
she remarked.,13
"'It tells the day of the month, and doesn't tell what o'clock it is!'",69
'Why should it?',16
muttered the Hatter.,20
'Does YOUR watch tell you what year it is?',43
"'Of course not,' Alice replied very readily: 'but that's because it stays the same year for such a long time together.'",119
"'Which is just the case with MINE,' said the Hatter.",52
Alice felt dreadfully puzzled.,30
"The Hatter's remark seemed to have no sort of meaning in it, and yet it was certainly English.",94
"'I don't quite understand you,' she said, as politely as she could.",67
"'The Dormouse is asleep again,' said the Hatter, and he poured a little hot tea upon its nose.",94
"The Dormouse shook its head impatiently, and said, without opening its eyes, 'Of course, of course; just what I was going to remark myself.'",140
'Have you guessed the riddle yet?',34
"the Hatter said, turning to Alice again.",40
"'No, I give it up,' Alice replied: 'what's the answer?'",55
"'I haven't the slightest idea,' said the Hatter.",48
"'Nor I,' said the March Hare.",29
Alice sighed wearily.,21
"'I think you might do something better with the time,' she said, 'than waste it in asking riddles that have no answers.'",120
"'If you knew Time as well as I do,' said the Hatter, 'you wouldn't talk about wasting IT.",89
It's HIM.',10
"'I don't know what you mean,' said Alice.",41
'Of course you don't!',22
"the Hatter said, tossing his head contemptuously.",49
'I dare say you never even spoke to Time!',42
"'Perhaps not,' Alice cautiously replied: 'but I know I have to beat time when I learn music.'",93
'Ah!,4
"that accounts for it,' said the Hatter.",39
'He won't stand beating.,24
"Now, if you only kept on good terms with him, he'd do almost anything you liked with the clock.",95
"For instance, suppose it were nine o'clock in the morning, just time to begin lessons: you'd only have to whisper a hint to Time, and round goes the clock in a twinkling!",170
"Half-past one, time for dinner!'",32
"('I only wish it was,' the March Hare said to itself in a whisper.)",67
"'That would be grand, certainly,' said Alice thoughtfully: 'but then--I shouldn't be hungry for it, you know.'",110
"'Not at first, perhaps,' said the Hatter: 'but you could keep it to half-past one as long as you liked.'",104
'Is that the way YOU manage?',29
Alice asked.,12
The Hatter shook his head mournfully.,37
'Not I!',8
he replied.,11
"'We quarrelled last March--just before HE went mad, you know--' (pointing with his tea spoon at the March Hare,) '--it was at the great concert given by the Queen of Hearts, and I had to sing       ""Twinkle, twinkle, little bat!",228
"How I wonder what you're at!""",29
"You know the song, perhaps?'",28
"'I've heard something like it,' said Alice.",43
"'It goes on, you know,' the Hatter continued, 'in this way:--       ""Up above the world you fly,      Like a tea-tray in the sky.",129
"Twinkle, twinkle--""'  Here the Dormouse shook itself, and began singing in its sleep 'Twinkle, twinkle, twinkle, twinkle--' and went on so long that they had to pinch it to make it stop.",186
"'Well, I'd hardly finished the first verse,' said the Hatter, 'when the Queen jumped up and bawled out, ""He's murdering the time!",129
"Off with his head!""'",20
'How dreadfully savage!',24
exclaimed Alice.,16
"'And ever since that,' the Hatter went on in a mournful tone, 'he won't do a thing I ask!",89
It's always six o'clock now.',29
A bright idea came into Alice's head.,37
'Is that the reason so many tea-things are put out here?',57
she asked.,10
"'Yes, that's it,' said the Hatter with a sigh: 'it's always tea-time, and we've no time to wash the things between whiles.'",123
"'Then you keep moving round, I suppose?'",40
said Alice.,11
"'Exactly so,' said the Hatter: 'as the things get used up.'",59
'But what happens when you come to the beginning again?',56
Alice ventured to ask.,22
"'Suppose we change the subject,' the March Hare interrupted, yawning.",69
'I'm getting tired of this.,27
I vote the young lady tells us a story.',40
"'I'm afraid I don't know one,' said Alice, rather alarmed at the proposal.",74
'Then the Dormouse shall!',26
they both cried.,16
"'Wake up, Dormouse!'",20
And they pinched it on both sides at once.,42
The Dormouse slowly opened his eyes.,36
"'I wasn't asleep,' he said in a hoarse, feeble voice: 'I heard every word you fellows were saying.'",99
'Tell us a story!',18
said the March Hare.,20
"'Yes, please do!'",17
pleaded Alice.,14
"'And be quick about it,' added the Hatter, 'or you'll be asleep again before it's done.'",88
"'Once upon a time there were three little sisters,' the Dormouse began in a great hurry; 'and their names were Elsie, Lacie, and Tillie; and they lived at the bottom of a well--'  'What did they live on?'",204
"said Alice, who always took a great interest in questions of eating and drinking.",81
"'They lived on treacle,' said the Dormouse, after thinking a minute or two.",75
"'They couldn't have done that, you know,' Alice gently remarked; 'they'd have been ill.'  'So they were,' said the Dormouse; 'VERY ill.'  Alice tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: 'But why did they live at the bottom of a well?'",320
"'Take some more tea,' the March Hare said to Alice, very earnestly.",67
"'I've had nothing yet,' Alice replied in an offended tone, 'so I can't take more.'",82
"'You mean you can't take LESS,' said the Hatter: 'it's very easy to take MORE than nothing.'",92
"'Nobody asked YOUR opinion,' said Alice.",40
'Who's making personal remarks now?',36
the Hatter asked triumphantly.,30
"Alice did not quite know what to say to this: so she helped herself to some tea and bread-and-butter, and then turned to the Dormouse, and repeated her question.",161
'Why did they live at the bottom of a well?',44
"The Dormouse again took a minute or two to think about it, and then said, 'It was a treacle-well.'",98
'There's no such thing!',24
"Alice was beginning very angrily, but the Hatter and the March Hare went 'Sh!",77
sh!',4
"and the Dormouse sulkily remarked, 'If you can't be civil, you'd better finish the story for yourself.'",103
"'No, please go on!'",19
Alice said very humbly; 'I won't interrupt again.,49
I dare say there may be ONE.',29
"'One, indeed!'",14
said the Dormouse indignantly.,30
"However, he consented to go on.",31
"'And so these three little sisters--they were learning to draw, you know--'  'What did they draw?'",98
"said Alice, quite forgetting her promise.",41
"'Treacle,' said the Dormouse, without considering at all this time.",67
"'I want a clean cup,' interrupted the Hatter: 'let's all move one place on.'",76
"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",166
"The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.",177
"Alice did not wish to offend the Dormouse again, so she began very cautiously: 'But I don't understand.",103
Where did they draw the treacle from?',38
"'You can draw water out of a water-well,' said the Hatter; 'so I should think you could draw treacle out of a treacle-well--eh, stupid?'",136
"'But they were IN the well,' Alice said to the Dormouse, not choosing to notice this last remark.",97
"'Of course they were', said the Dormouse; '--well in.'",54
"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.",106
"'They were learning to draw,' the Dormouse went on, yawning and rubbing its eyes, for it was getting very sleepy; 'and they drew all manner of things--everything that begins with an M--'  'Why with an M?'",204
said Alice.,11
'Why not?',10
said the March Hare.,20
Alice was silent.,17
"The Dormouse had closed its eyes by this time, and was going off into a doze; but, on being pinched by the Hatter, it woke up again with a little shriek, and went on: '--that begins with an M, such as mouse-traps, and the moon, and memory, and muchness--you know you say things are ""much of a muchness""--did you ever see such a thing as a drawing of a muchness?'",362
"'Really, now you ask me,' said Alice, very much confused, 'I don't think--'  'Then you shouldn't talk,' said the Hatter.",120
"This piece of rudeness was more than Alice could bear: she got up in great disgust, and walked off; the Dormouse fell asleep instantly, and neither of the others took the least notice of her going, though she looked back once or twice, half hoping that they would call after her: the last time she saw them, they were trying to put the Dormouse into the teapot.",361
'At any rate I'll never go THERE again!',40
said Alice as she picked her way through the wood.,50
'It's the stupidest tea-party I ever was at in all my life!',60
"Just as she said this, she noticed that one of the trees had a door leading right into it.",90
'That's very curious!',22
she thought.,12
'But everything's curious today.,32
I think I may as well go in at once.',37
And in she went.,16
"Once more she found herself in the long hall, and close to the little glass table.",82
"'Now, I'll manage better this time,' she said to herself, and began by taking the little golden key, and unlocking the door that led into the garden.",149
"Then she went to work nibbling at the mushroom (she had kept a piece of it in her pocket) till she was about a foot high: then she walked down the little passage: and THEN--she found herself at last in the beautiful garden, among the bright flower-beds and the cool fountains.",276
CHAPTER VIII.,13
"The Queen's Croquet-Ground  A large rose-tree stood near the entrance of the garden: the roses growing on it were white, but there were three gardeners at it, busily painting them red.",184
"Alice thought this a very curious thing, and she went nearer to watch them, and just as she came up to them she heard one of them say, 'Look out now, Five!",155
Don't go splashing paint over me like that!',44
"'I couldn't help it,' said Five, in a sulky tone; 'Seven jogged my elbow.'",74
"On which Seven looked up and said, 'That's right, Five!",55
Always lay the blame on others!',32
'YOU'D better not talk!',24
said Five.,10
'I heard the Queen say only yesterday you deserved to be beheaded!',67
'What for?',11
said the one who had spoken first.,34
"'That's none of YOUR business, Two!'",36
said Seven.,11
"'Yes, it IS his business!'",26
"said Five, 'and I'll tell him--it was for bringing the cook tulip-roots instead of onions.'",91
"Seven flung down his brush, and had just begun 'Well, of all the unjust things--' when his eye chanced to fall upon Alice, as she stood watching them, and he checked himself suddenly: the others looked round also, and all of them bowed low.",240
"'Would you tell me,' said Alice, a little timidly, 'why you are painting those roses?'",86
"Five and Seven said nothing, but looked at Two.",47
"Two began in a low voice, 'Why the fact is, you see, Miss, this here ought to have been a RED rose-tree, and we put a white one in by mistake; and if the Queen was to find it out, we should all have our heads cut off, you know.",227
"So you see, Miss, we're doing our best, afore she comes, to--' At this moment Five, who had been anxiously looking across the garden, called out 'The Queen!",156
The Queen!',11
and the three gardeners instantly threw themselves flat upon their faces.,73
"There was a sound of many footsteps, and Alice looked round, eager to see the Queen.",84
"First came ten soldiers carrying clubs; these were all shaped like the three gardeners, oblong and flat, with their hands and feet at the corners: next the ten courtiers; these were ornamented all over with diamonds, and walked two and two, as the soldiers did.",261
"After these came the royal children; there were ten of them, and the little dears came jumping merrily along hand in hand, in couples: they were all ornamented with hearts.",172
"Next came the guests, mostly Kings and Queens, and among them Alice recognised the White Rabbit: it was talking in a hurried nervous manner, smiling at everything that was said, and went by without noticing her.",211
"Then followed the Knave of Hearts, carrying the King's crown on a crimson velvet cushion; and, last of all this grand procession, came THE KING AND QUEEN OF HEARTS.",164
"Alice was rather doubtful whether she ought not to lie down on her face like the three gardeners, but she could not remember ever having heard of such a rule at processions; 'and besides, what would be the use of a procession,' thought she, 'if people had all to lie down upon their faces, so that they couldn't see it?'",320
"So she stood still where she was, and waited.",45
"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said severely 'Who is this?'",122
"She said it to the Knave of Hearts, who only bowed and smiled in reply.",71
'Idiot!',8
"said the Queen, tossing her head impatiently; and, turning to Alice, she went on, 'What's your name, child?'",108
"'My name is Alice, so please your Majesty,' said Alice very politely; but she added, to herself, 'Why, they're only a pack of cards, after all.",143
I needn't be afraid of them!',29
'And who are THESE?',20
"said the Queen, pointing to the three gardeners who were lying round the rosetree; for, you see, as they were lying on their faces, and the pattern on their backs was the same as the rest of the pack, she could not tell whether they were gardeners, or soldiers, or courtiers, or three of her own children.",305
'How should I know?',20
"said Alice, surprised at her own courage.",41
'It's no business of MINE.',27
"The Queen turned crimson with fury, and, after glaring at her for a moment like a wild beast, screamed 'Off with her head!",122
Off--'  'Nonsense!',19
"said Alice, very loudly and decidedly, and the Queen was silent.",64
"The King laid his hand upon her arm, and timidly said 'Consider, my dear: she is only a child!'",95
"The Queen turned angrily away from him, and said to the Knave 'Turn them over!'",79
"The Knave did so, very carefully, with one foot.",48
'Get up!',9
"said the Queen, in a shrill, loud voice, and the three gardeners instantly jumped up, and began bowing to the King, the Queen, the royal children, and everybody else.",166
'Leave off that!',17
screamed the Queen.,19
'You make me giddy.',20
"And then, turning to the rose-tree, she went on, 'What HAVE you been doing here?'",81
"'May it please your Majesty,' said Two, in a very humble tone, going down on one knee as he spoke, 'we were trying--'  'I see!'",127
"said the Queen, who had meanwhile been examining the roses.",59
'Off with their heads!',23
"and the procession moved on, three of the soldiers remaining behind to execute the unfortunate gardeners, who ran to Alice for protection.",138
'You shan't be beheaded!',25
"said Alice, and she put them into a large flower-pot that stood near.",69
"The three soldiers wandered about for a minute or two, looking for them, and then quietly marched off after the others.",119
'Are their heads off?',22
shouted the Queen.,18
"'Their heads are gone, if it please your Majesty!'",50
the soldiers shouted in reply.,30
'That's right!',15
shouted the Queen.,18
'Can you play croquet?',23
"The soldiers were silent, and looked at Alice, as the question was evidently meant for her.",91
'Yes!',6
shouted Alice.,14
"'Come on, then!'",16
"roared the Queen, and Alice joined the procession, wondering very much what would happen next.",94
'It's--it's a very fine day!',29
said a timid voice at her side.,31
"She was walking by the White Rabbit, who was peeping anxiously into her face.",77
"'Very,' said Alice: '--where's the Duchess?'",44
'Hush!,6
Hush!',6
"said the Rabbit in a low, hurried tone.",39
"He looked anxiously over his shoulder as he spoke, and then raised himself upon tiptoe, put his mouth close to her ear, and whispered 'She's under sentence of execution.'",170
'What for?',11
said Alice.,11
"'Did you say ""What a pity!""?'",29
the Rabbit asked.,17
"'No, I didn't,' said Alice: 'I don't think it's at all a pity.",62
"I said ""What for?""'",19
'She boxed the Queen's ears--' the Rabbit began.,48
Alice gave a little scream of laughter.,39
"'Oh, hush!'",11
the Rabbit whispered in a frightened tone.,42
'The Queen will hear you!,25
"You see, she came rather late, and the Queen said--'  'Get to your places!'",75
"shouted the Queen in a voice of thunder, and people began running about in all directions, tumbling up against each other; however, they got settled down in a minute or two, and the game began.",193
"Alice thought she had never seen such a curious croquet-ground in her life; it was all ridges and furrows; the balls were live hedgehogs, the mallets live flamingoes, and the soldiers had to double themselves up and to stand on their hands and feet, to make the arches.",269
"The chief difficulty Alice found at first was in managing her flamingo: she succeeded in getting its body tucked away, comfortably enough, under her arm, with its legs hanging down, but generally, just as she had got its neck nicely straightened out, and was going to give the hedgehog a blow with its head, it WOULD twist itself round and look up in her face, with such a puzzled expression that she could not help bursting out laughing: and when she had got its head down, and was going to begin again, it was very provoking to find that the hedgehog had unrolled itself, and was in the act of crawling away: besides all this, there was generally a ridge or furrow in the way wherever she wanted to send the hedgehog to, and, as the doubled-up soldiers were always getting up and walking off to other parts of the ground, Alice soon came to the conclusion that it was a very difficult game indeed.",899
"The players all played at once without waiting for turns, quarrelling all the while, and fighting for the hedgehogs; and in a very short time the Queen was in a furious passion, and went stamping about, and shouting 'Off with his head!'",236
or 'Off with her head!',23
about once in a minute.,23
"Alice began to feel very uneasy: to be sure, she had not as yet had any dispute with the Queen, but she knew that it might happen any minute, 'and then,' thought she, 'what would become of me?",192
"They're dreadfully fond of beheading people here; the great wonder is, that there's any one left alive!'",104
"She was looking about for some way of escape, and wondering whether she could get away without being seen, when she noticed a curious appearance in the air: it puzzled her very much at first, but, after watching it a minute or two, she made it out to be a grin, and she said to herself 'It's the Cheshire Cat: now I shall have somebody to talk to.'",348
'How are you getting on?',25
"said the Cat, as soon as there was mouth enough for it to speak with.",69
"Alice waited till the eyes appeared, and then nodded.",53
"'It's no use speaking to it,' she thought, 'till its ears have come, or at least one of them.'",94
"In another minute the whole head appeared, and then Alice put down her flamingo, and began an account of the game, feeling very glad she had someone to listen to her.",166
"The Cat seemed to think that there was enough of it now in sight, and no more of it appeared.",93
"'I don't think they play at all fairly,' Alice began, in rather a complaining tone, 'and they all quarrel so dreadfully one can't hear oneself speak--and they don't seem to have any rules in particular; at least, if there are, nobody attends to them--and you've no idea how confusing it is all the things being alive; for instance, there's the arch I've got to go through next walking about at the other end of the ground--and I should have croqueted the Queen's hedgehog just now, only it ran away when it saw mine coming!'",524
'How do you like the Queen?',28
said the Cat in a low voice.,28
"'Not at all,' said Alice: 'she's so extremely--' Just then she noticed that the Queen was close behind her, listening: so she went on, '--likely to win, that it's hardly worth while finishing the game.'",202
The Queen smiled and passed on.,31
'Who ARE you talking to?',25
"said the King, going up to Alice, and looking at the Cat's head with great curiosity.",85
"'It's a friend of mine--a Cheshire Cat,' said Alice: 'allow me to introduce it.'",80
"'I don't like the look of it at all,' said the King: 'however, it may kiss my hand if it likes.'",96
"'I'd rather not,' the Cat remarked.",35
"'Don't be impertinent,' said the King, 'and don't look at me like that!'",72
He got behind Alice as he spoke.,32
"'A cat may look at a king,' said Alice.",39
"'I've read that in some book, but I don't remember where.'",58
"'Well, it must be removed,' said the King very decidedly, and he called the Queen, who was passing at the moment, 'My dear!",123
I wish you would have this cat removed!',40
"The Queen had only one way of settling all difficulties, great or small.",72
'Off with his head!',20
"she said, without even looking round.",37
"'I'll fetch the executioner myself,' said the King eagerly, and he hurried off.",79
"Alice thought she might as well go back, and see how the game was going on, as she heard the Queen's voice in the distance, screaming with passion.",147
"She had already heard her sentence three of the players to be executed for having missed their turns, and she did not like the look of things at all, as the game was in such confusion that she never knew whether it was her turn or not.",235
So she went in search of her hedgehog.,38
"The hedgehog was engaged in a fight with another hedgehog, which seemed to Alice an excellent opportunity for croqueting one of them with the other: the only difficulty was, that her flamingo was gone across to the other side of the garden, where Alice could see it trying in a helpless sort of way to fly up into a tree.",321
"By the time she had caught the flamingo and brought it back, the fight was over, and both the hedgehogs were out of sight: 'but it doesn't matter much,' thought Alice, 'as all the arches are gone from this side of the ground.'",226
"So she tucked it away under her arm, that it might not escape again, and went back for a little more conversation with her friend.",130
"When she got back to the Cheshire Cat, she was surprised to find quite a large crowd collected round it: there was a dispute going on between the executioner, the King, and the Queen, who were all talking at once, while all the rest were quite silent, and looked very uncomfortable.",282
"The moment Alice appeared, she was appealed to by all three to settle the question, and they repeated their arguments to her, though, as they all spoke at once, she found it very hard indeed to make out exactly what they said.",226
"The executioner's argument was, that you couldn't cut off a head unless there was a body to cut it off from: that he had never had to do such a thing before, and he wasn't going to begin at HIS time of life.",207
"The King's argument was, that anything that had a head could be beheaded, and that you weren't to talk nonsense.",112
"The Queen's argument was, that if something wasn't done about it in less than no time she'd have everybody executed, all round.",127
(It was this last remark that had made the whole party look so grave and anxious.),82
Alice could think of nothing else to say but 'It belongs to the Duchess: you'd better ask HER about it.',104
"'She's in prison,' the Queen said to the executioner: 'fetch her here.'",71
And the executioner went off like an arrow.,43
"The Cat's head began fading away the moment he was gone, and, by the time he had come back with the Duchess, it had entirely disappeared; so the King and the executioner ran wildly up and down looking for it, while the rest of the party went back to the game.",259
CHAPTER IX.,11
"The Mock Turtle's Story  'You can't think how glad I am to see you again, you dear old thing!'",94
"said the Duchess, as she tucked her arm affectionately into Alice's, and they walked off together.",98
"Alice was very glad to find her in such a pleasant temper, and thought to herself that perhaps it was only the pepper that had made her so savage when they met in the kitchen.",175
"'When I'M a Duchess,' she said to herself, (not in a very hopeful tone though), 'I won't have any pepper in my kitchen AT ALL.",126
"Soup does very well without--Maybe it's always pepper that makes people hot-tempered,' she went on, very much pleased at having found out a new kind of rule, 'and vinegar that makes them sour--and camomile that makes them bitter--and--and barley-sugar and such things that make children sweet-tempered.",302
"I only wish people knew that: then they wouldn't be so stingy about it, you know--'  She had quite forgotten the Duchess by this time, and was a little startled when she heard her voice close to her ear.",203
"'You're thinking about something, my dear, and that makes you forget to talk.",77
"I can't tell you just now what the moral of that is, but I shall remember it in a bit.'",87
"'Perhaps it hasn't one,' Alice ventured to remark.",50
"'Tut, tut, child!'",18
said the Duchess.,17
"'Everything's got a moral, if only you can find it.'",52
And she squeezed herself up closer to Alice's side as she spoke.,64
"Alice did not much like keeping so close to her: first, because the Duchess was VERY ugly; and secondly, because she was exactly the right height to rest her chin upon Alice's shoulder, and it was an uncomfortably sharp chin.",225
"However, she did not like to be rude, so she bore it as well as she could.",74
"'The game's going on rather better now,' she said, by way of keeping up the conversation a little.",98
"''Tis so,' said the Duchess: 'and the moral of that is--""Oh, 'tis love, 'tis love, that makes the world go round!""'",115
"'Somebody said,' Alice whispered, 'that it's done by everybody minding their own business!'",91
"'Ah, well!",10
"It means much the same thing,' said the Duchess, digging her sharp little chin into Alice's shoulder as she added, 'and the moral of THAT is--""Take care of the sense, and the sounds will take care of themselves.""'",213
'How fond she is of finding morals in things!',46
Alice thought to herself.,25
"'I dare say you're wondering why I don't put my arm round your waist,' the Duchess said after a pause: 'the reason is, that I'm doubtful about the temper of your flamingo.",171
Shall I try the experiment?',28
"'HE might bite,' Alice cautiously replied, not feeling at all anxious to have the experiment tried.",99
"'Very true,' said the Duchess: 'flamingoes and mustard both bite.",65
"And the moral of that is--""Birds of a feather flock together.""'",63
"'Only mustard isn't a bird,' Alice remarked.",44
"'Right, as usual,' said the Duchess: 'what a clear way you have of putting things!'",83
"'It's a mineral, I THINK,' said Alice.",38
"'Of course it is,' said the Duchess, who seemed ready to agree to everything that Alice said; 'there's a large mustard-mine near here.",134
"And the moral of that is--""The more there is of mine, the less there is of yours.""'",83
"'Oh, I know!'",13
"exclaimed Alice, who had not attended to this last remark, 'it's a vegetable.",77
"It doesn't look like one, but it is.'",37
"'I quite agree with you,' said the Duchess; 'and the moral of that is--""Be what you would seem to be""--or if you'd like it put more simply--""Never imagine yourself not to be otherwise than what it might appear to others that what you were or might have been was not otherwise than what you had been would have appeared to them to be otherwise.""'",345
"'I think I should understand that better,' Alice said very politely, 'if I had it written down: but I can't quite follow it as you say it.'",139
"'That's nothing to what I could say if I chose,' the Duchess replied, in a pleased tone.",88
"'Pray don't trouble yourself to say it any longer than that,' said Alice.",73
"'Oh, don't talk about trouble!'",31
said the Duchess.,17
'I make you a present of everything I've said as yet.',54
'A cheap sort of present!',26
thought Alice.,14
'I'm glad they don't give birthday presents like that!',55
But she did not venture to say it out loud.,43
'Thinking again?',17
"the Duchess asked, with another dig of her sharp little chin.",61
"'I've a right to think,' said Alice sharply, for she was beginning to feel a little worried.",92
"'Just about as much right,' said the Duchess, 'as pigs have to fly; and the m--'  But here, to Alice's great surprise, the Duchess's voice died away, even in the middle of her favourite word 'moral,' and the arm that was linked into hers began to tremble.",255
"Alice looked up, and there stood the Queen in front of them, with her arms folded, frowning like a thunderstorm.",112
"'A fine day, your Majesty!'",27
"the Duchess began in a low, weak voice.",39
"'Now, I give you fair warning,' shouted the Queen, stamping on the ground as she spoke; 'either you or your head must be off, and that in about half no time!",157
Take your choice!',18
"The Duchess took her choice, and was gone in a moment.",54
"'Let's go on with the game,' the Queen said to Alice; and Alice was too much frightened to say a word, but slowly followed her back to the croquet-ground.",154
"The other guests had taken advantage of the Queen's absence, and were resting in the shade: however, the moment they saw her, they hurried back to the game, the Queen merely remarking that a moment's delay would cost them their lives.",234
"All the time they were playing the Queen never left off quarrelling with the other players, and shouting 'Off with his head!'",125
or 'Off with her head!',23
"Those whom she sentenced were taken into custody by the soldiers, who of course had to leave off being arches to do this, so that by the end of half an hour or so there were no arches left, and all the players, except the King, the Queen, and Alice, were in custody and under sentence of execution.",298
"Then the Queen left off, quite out of breath, and said to Alice, 'Have you seen the Mock Turtle yet?'",101
"'No,' said Alice.",17
'I don't even know what a Mock Turtle is.',42
"'It's the thing Mock Turtle Soup is made from,' said the Queen.",63
"'I never saw one, or heard of one,' said Alice.",47
"'Come on, then,' said the Queen, 'and he shall tell you his history,'  As they walked off together, Alice heard the King say in a low voice, to the company generally, 'You are all pardoned.'",190
"'Come, THAT'S a good thing!'",28
"she said to herself, for she had felt quite unhappy at the number of executions the Queen had ordered.",102
"They very soon came upon a Gryphon, lying fast asleep in the sun.",65
"(IF you don't know what a Gryphon is, look at the picture.)",59
"'Up, lazy thing!'",17
"said the Queen, 'and take this young lady to see the Mock Turtle, and to hear his history.",90
"I must go back and see after some executions I have ordered'; and she walked off, leaving Alice alone with the Gryphon.",119
"Alice did not quite like the look of the creature, but on the whole she thought it would be quite as safe to stay with it as to go after that savage Queen: so she waited.",170
The Gryphon sat up and rubbed its eyes: then it watched the Queen till she was out of sight: then it chuckled.,110
'What fun!',11
"said the Gryphon, half to itself, half to Alice.",48
'What IS the fun?',18
said Alice.,11
"'Why, SHE,' said the Gryphon.",29
"'It's all her fancy, that: they never executes nobody, you know.",64
Come on!',9
"'Everybody says ""come on!""",26
"here,' thought Alice, as she went slowly after it: 'I never was so ordered about in all my life, never!'",104
"They had not gone far before they saw the Mock Turtle in the distance, sitting sad and lonely on a little ledge of rock, and, as they came nearer, Alice could hear him sighing as if his heart would break.",204
She pitied him deeply.,22
'What is his sorrow?',21
"she asked the Gryphon, and the Gryphon answered, very nearly in the same words as before, 'It's all his fancy, that: he hasn't got no sorrow, you know.",151
Come on!',9
"So they went up to the Mock Turtle, who looked at them with large eyes full of tears, but said nothing.",103
"'This here young lady,' said the Gryphon, 'she wants for to know your history, she do.'",87
"'I'll tell it her,' said the Mock Turtle in a deep, hollow tone: 'sit down, both of you, and don't speak a word till I've finished.'",132
"So they sat down, and nobody spoke for some minutes.",52
"Alice thought to herself, 'I don't see how he can EVEN finish, if he doesn't begin.'",84
But she waited patiently.,25
"'Once,' said the Mock Turtle at last, with a deep sigh, 'I was a real Turtle.'",78
"These words were followed by a very long silence, broken only by an occasional exclamation of 'Hjckrrh!'",104
"from the Gryphon, and the constant heavy sobbing of the Mock Turtle.",68
"Alice was very nearly getting up and saying, 'Thank you, sir, for your interesting story,' but she could not help thinking there MUST be more to come, so she sat still and said nothing.",185
"'When we were little,' the Mock Turtle went on at last, more calmly, though still sobbing a little now and then, 'we went to school in the sea.",143
"The master was an old Turtle--we used to call him Tortoise--'  'Why did you call him Tortoise, if he wasn't one?'",113
Alice asked.,12
"'We called him Tortoise because he taught us,' said the Mock Turtle angrily: 'really you are very dull!'",104
"'You ought to be ashamed of yourself for asking such a simple question,' added the Gryphon; and then they both sat silent and looked at poor Alice, who felt ready to sink into the earth.",186
"At last the Gryphon said to the Mock Turtle, 'Drive on, old fellow!",67
Don't be all day about it!',27
"and he went on in these words:  'Yes, we went to school in the sea, though you mayn't believe it--'  'I never said I didn't!'",125
interrupted Alice.,18
"'You did,' said the Mock Turtle.",32
'Hold your tongue!',19
"added the Gryphon, before Alice could speak again.",50
The Mock Turtle went on.,24
"'We had the best of educations--in fact, we went to school every day--'  'I'VE been to a day-school, too,' said Alice; 'you needn't be so proud as all that.'",157
'With extras?',14
asked the Mock Turtle a little anxiously.,41
"'Yes,' said Alice, 'we learned French and music.'",49
'And washing?',14
said the Mock Turtle.,21
'Certainly not!',16
said Alice indignantly.,23
'Ah!,4
"then yours wasn't a really good school,' said the Mock Turtle in a tone of great relief.",88
"'Now at OURS they had at the end of the bill, ""French, music, AND WASHING--extra.""'",83
"'You couldn't have wanted it much,' said Alice; 'living at the bottom of the sea.'",82
'I couldn't afford to learn it.',32
said the Mock Turtle with a sigh.,33
'I only took the regular course.',33
'What was that?',16
inquired Alice.,15
"'Reeling and Writhing, of course, to begin with,' the Mock Turtle replied; 'and then the different branches of Arithmetic--Ambition, Distraction, Uglification, and Derision.'",174
"'I never heard of ""Uglification,""' Alice ventured to say.",57
'What is it?',13
The Gryphon lifted up both its paws in surprise.,48
'What!,6
Never heard of uglifying!',26
it exclaimed.,13
"'You know what to beautify is, I suppose?'",42
"'Yes,' said Alice doubtfully: 'it means--to--make--anything--prettier.'",71
"'Well, then,' the Gryphon went on, 'if you don't know what to uglify is, you ARE a simpleton.'",94
"Alice did not feel encouraged to ask any more questions about it, so she turned to the Mock Turtle, and said 'What else had you to learn?'",138
"'Well, there was Mystery,' the Mock Turtle replied, counting off the subjects on his flappers, '--Mystery, ancient and modern, with Seaography: then Drawling--the Drawling-master was an old conger-eel, that used to come once a week: HE taught us Drawling, Stretching, and Fainting in Coils.'",291
'What was THAT like?',21
said Alice.,11
